model_name,input_token,output_token,latency_sec,tps
gpt-5.4-2026-03-05,313,151,,
gpt-5.4-2026-03-05,146,46,,
gpt-5.4-2026-03-05,128,38,,
gpt-5.4-2026-03-05,155,52,,
gpt-5.4-2026-03-05,118,35,,
gpt-5.4-2026-03-05,175,66,,
gpt-5.4-2026-03-05,305,146,,
gpt-5.4-2026-03-05,505,276,,
gpt-5.4-2026-03-05,150,48,,
gpt-5.4-2026-03-05,107,24,,
gpt-5.4-2026-03-05,382,211,,
gpt-5.4-2026-03-05,325,167,,
gpt-5.4-2026-03-05,297,153,,
gpt-5.4-2026-03-05,209,101,,
gpt-5.4-2026-03-05,97,19,,
gpt-5.4-2026-03-05,160,56,,
gpt-5.4-2026-03-05,208,82,,
gpt-5.4-2026-03-05,270,126,,
gpt-5.4-2026-03-05,323,160,,
gpt-5.4-2026-03-05,260,122,,
gpt-5.4-2026-03-05,277,135,,
gpt-5.4-2026-03-05,280,143,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,113,29,,
gpt-5.4-2026-03-05,373,193,,
gpt-5.4-2026-03-05,319,162,,
gpt-5.4-2026-03-05,448,216,,
gpt-5.4-2026-03-05,316,160,,
gpt-5.4-2026-03-05,464,269,,
gpt-5.4-2026-03-05,118,32,,
gpt-5.4-2026-03-05,221,102,,
gpt-5.4-2026-03-05,207,97,,
gpt-5.4-2026-03-05,186,82,,
gpt-5.4-2026-03-05,219,111,,
gpt-5.4-2026-03-05,281,135,,
gpt-5.4-2026-03-05,246,105,,
gpt-5.4-2026-03-05,272,129,,
gpt-5.4-2026-03-05,227,103,,
gpt-5.4-2026-03-05,222,89,,
gpt-5.4-2026-03-05,232,92,,
gpt-5.4-2026-03-05,243,111,,
gpt-5.4-2026-03-05,240,112,,
gpt-5.4-2026-03-05,111,27,,
gpt-5.4-2026-03-05,295,161,,
gpt-5.4-2026-03-05,518,261,,
gpt-5.4-2026-03-05,376,194,,
gpt-5.4-2026-03-05,105,30,,
gpt-5.4-2026-03-05,195,81,,
gpt-5.4-2026-03-05,272,135,,
gpt-5.4-2026-03-05,326,181,,
gpt-5.4-2026-03-05,290,154,,
gpt-5.4-2026-03-05,212,96,,
gpt-5.4-2026-03-05,206,88,,
gpt-5.4-2026-03-05,202,90,,
gpt-5.4-2026-03-05,299,147,,
gpt-5.4-2026-03-05,298,155,,
gpt-5.4-2026-03-05,250,122,,
gpt-5.4-2026-03-05,246,126,,
gpt-5.4-2026-03-05,306,147,,
gpt-5.4-2026-03-05,273,129,,
gpt-5.4-2026-03-05,112,34,,
gpt-5.4-2026-03-05,198,91,,
gpt-5.4-2026-03-05,171,67,,
gpt-5.4-2026-03-05,232,103,,
gpt-5.4-2026-03-05,170,66,,
gpt-5.4-2026-03-05,305,151,,
gpt-5.4-2026-03-05,221,95,,
gpt-5.4-2026-03-05,181,72,,
gpt-5.4-2026-03-05,297,159,,
gpt-5.4-2026-03-05,112,33,,
gpt-5.4-2026-03-05,204,90,,
gpt-5.4-2026-03-05,311,151,,
gpt-5.4-2026-03-05,126,34,,
gpt-5.4-2026-03-05,120,31,,
gpt-5.4-2026-03-05,179,70,,
gpt-5.4-2026-03-05,289,128,,
gpt-5.4-2026-03-05,278,120,,
gpt-5.4-2026-03-05,408,180,,
gpt-5.4-2026-03-05,216,95,,
gpt-5.4-2026-03-05,191,73,,
gpt-5.4-2026-03-05,318,158,,
gpt-5.4-2026-03-05,131,40,,
gpt-5.4-2026-03-05,124,35,,
gpt-5.4-2026-03-05,251,126,,
gpt-5.4-2026-03-05,282,133,,
gpt-5.4-2026-03-05,283,140,,
gpt-5.4-2026-03-05,259,116,,
gpt-5.4-2026-03-05,242,120,,
gpt-5.4-2026-03-05,219,97,,
gpt-5.4-2026-03-05,123,38,,
gpt-5.4-2026-03-05,121,35,,
gpt-5.4-2026-03-05,145,56,,
gpt-5.4-2026-03-05,287,133,,
gpt-5.4-2026-03-05,316,151,,
gpt-5.4-2026-03-05,329,158,,
gpt-5.4-2026-03-05,165,63,,
gpt-5.4-2026-03-05,223,95,,
gpt-5.4-2026-03-05,109,26,,
gpt-5.4-2026-03-05,197,77,,
gpt-5.4-2026-03-05,448,221,,
gpt-5.4-2026-03-05,257,123,,
gpt-5.4-2026-03-05,309,147,,
gpt-5.4-2026-03-05,146,55,,
gpt-5.4-2026-03-05,321,152,,
gpt-5.4-2026-03-05,481,252,,
gpt-5.4-2026-03-05,122,33,,
gpt-5.4-2026-03-05,140,44,,
gpt-5.4-2026-03-05,159,60,,
gpt-5.4-2026-03-05,336,169,,
gpt-5.4-2026-03-05,269,113,,
gpt-5.4-2026-03-05,281,126,,
gpt-5.4-2026-03-05,350,162,,
gpt-5.4-2026-03-05,191,82,,
gpt-5.4-2026-03-05,395,208,,
gpt-5.4-2026-03-05,260,127,,
gpt-5.4-2026-03-05,135,51,,
gpt-5.4-2026-03-05,125,35,,
gpt-5.4-2026-03-05,259,115,,
gpt-5.4-2026-03-05,325,171,,
gpt-5.4-2026-03-05,216,101,,
gpt-5.4-2026-03-05,250,130,,
gpt-5.4-2026-03-05,244,118,,
gpt-5.4-2026-03-05,235,96,,
gpt-5.4-2026-03-05,116,32,,
gpt-5.4-2026-03-05,283,140,,
gpt-5.4-2026-03-05,235,102,,
gpt-5.4-2026-03-05,273,127,,
gpt-5.4-2026-03-05,326,158,,
gpt-5.4-2026-03-05,194,85,,
gpt-5.4-2026-03-05,271,127,,
gpt-5.4-2026-03-05,208,85,,
gpt-5.4-2026-03-05,230,113,,
gpt-5.4-2026-03-05,237,109,,
gpt-5.4-2026-03-05,146,46,,
gpt-5.4-2026-03-05,158,56,,
gpt-5.4-2026-03-05,107,27,,
gpt-5.4-2026-03-05,291,148,,
gpt-5.4-2026-03-05,284,114,,
gpt-5.4-2026-03-05,249,116,,
gpt-5.4-2026-03-05,408,226,,
gpt-5.4-2026-03-05,378,174,,
gpt-5.4-2026-03-05,221,93,,
gpt-5.4-2026-03-05,242,106,,
gpt-5.4-2026-03-05,226,110,,
gpt-5.4-2026-03-05,235,94,,
gpt-5.4-2026-03-05,113,29,,
gpt-5.4-2026-03-05,317,154,,
gpt-5.4-2026-03-05,248,105,,
gpt-5.4-2026-03-05,410,195,,
gpt-5.4-2026-03-05,391,214,,
gpt-5.4-2026-03-05,159,57,,
gpt-5.4-2026-03-05,227,98,,
gpt-5.4-2026-03-05,214,88,,
gpt-5.4-2026-03-05,220,100,,
gpt-5.4-2026-03-05,264,122,,
gpt-5.4-2026-03-05,309,151,,
gpt-5.4-2026-03-05,223,94,,
gpt-5.4-2026-03-05,320,165,,
gpt-5.4-2026-03-05,136,45,,
gpt-5.4-2026-03-05,137,39,,
gpt-5.4-2026-03-05,157,58,,
gpt-5.4-2026-03-05,135,35,,
gpt-5.4-2026-03-05,106,28,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,99,19,,
gpt-5.4-2026-03-05,94,18,,
gpt-5.4-2026-03-05,97,20,,
gpt-5.4-2026-03-05,93,16,,
gpt-5.4-2026-03-05,121,38,,
gpt-5.4-2026-03-05,116,33,,
gpt-5.4-2026-03-05,103,21,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,150,52,,
gpt-5.4-2026-03-05,156,63,,
gpt-5.4-2026-03-05,123,42,,
gpt-5.4-2026-03-05,203,89,,
gpt-5.4-2026-03-05,159,62,,
gpt-5.4-2026-03-05,116,33,,
gpt-5.4-2026-03-05,108,26,,
gpt-5.4-2026-03-05,189,76,,
gpt-5.4-2026-03-05,117,35,,
gpt-5.4-2026-03-05,166,61,,
gpt-5.4-2026-03-05,126,35,,
gpt-5.4-2026-03-05,169,60,,
gpt-5.4-2026-03-05,252,120,,
gpt-5.4-2026-03-05,101,18,,
gpt-5.4-2026-03-05,331,166,,
gpt-5.4-2026-03-05,308,170,,
gpt-5.4-2026-03-05,339,191,,
gpt-5.4-2026-03-05,335,172,,
gpt-5.4-2026-03-05,118,35,,
gpt-5.4-2026-03-05,90,12,,
gpt-5.4-2026-03-05,156,50,,
gpt-5.4-2026-03-05,132,45,,
gpt-5.4-2026-03-05,133,41,,
gpt-5.4-2026-03-05,148,52,,
gpt-5.4-2026-03-05,112,27,,
gpt-5.4-2026-03-05,136,44,,
gpt-5.4-2026-03-05,194,84,,
gpt-5.4-2026-03-05,123,40,,
gpt-5.4-2026-03-05,166,70,,
gpt-5.4-2026-03-05,123,41,,
gpt-5.4-2026-03-05,127,38,,
gpt-5.4-2026-03-05,133,43,,
gpt-5.4-2026-03-05,145,51,,
gpt-5.4-2026-03-05,150,63,,
gpt-5.4-2026-03-05,109,24,,
gpt-5.4-2026-03-05,129,46,,
gpt-5.4-2026-03-05,137,51,,
gpt-5.4-2026-03-05,127,45,,
gpt-5.4-2026-03-05,126,35,,
gpt-5.4-2026-03-05,102,19,,
gpt-5.4-2026-03-05,137,41,,
gpt-5.4-2026-03-05,197,87,,
gpt-5.4-2026-03-05,181,68,,
gpt-5.4-2026-03-05,91,17,,
gpt-5.4-2026-03-05,122,32,,
gpt-5.4-2026-03-05,112,28,,
gpt-5.4-2026-03-05,99,20,,
gpt-5.4-2026-03-05,101,20,,
gpt-5.4-2026-03-05,108,29,,
gpt-5.4-2026-03-05,112,29,,
gpt-5.4-2026-03-05,112,31,,
gpt-5.4-2026-03-05,101,19,,
gpt-5.4-2026-03-05,103,28,,
gpt-5.4-2026-03-05,97,19,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,146,53,,
gpt-5.4-2026-03-05,143,42,,
gpt-5.4-2026-03-05,114,28,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,162,58,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,90,15,,
gpt-5.4-2026-03-05,102,23,,
gpt-5.4-2026-03-05,100,19,,
gpt-5.4-2026-03-05,168,68,,
gpt-5.4-2026-03-05,238,110,,
gpt-5.4-2026-03-05,173,66,,
gpt-5.4-2026-03-05,165,55,,
gpt-5.4-2026-03-05,191,71,,
gpt-5.4-2026-03-05,184,64,,
gpt-5.4-2026-03-05,128,36,,
gpt-5.4-2026-03-05,118,29,,
gpt-5.4-2026-03-05,175,71,,
gpt-5.4-2026-03-05,255,107,,
gpt-5.4-2026-03-05,199,87,,
gpt-5.4-2026-03-05,195,94,,
gpt-5.4-2026-03-05,160,58,,
gpt-5.4-2026-03-05,289,138,,
gpt-5.4-2026-03-05,165,56,,
gpt-5.4-2026-03-05,122,30,,
gpt-5.4-2026-03-05,142,41,,
gpt-5.4-2026-03-05,151,52,,
gpt-5.4-2026-03-05,136,34,,
gpt-5.4-2026-03-05,129,42,,
gpt-5.4-2026-03-05,89,13,,
gpt-5.4-2026-03-05,151,58,,
gpt-5.4-2026-03-05,123,34,,
gpt-5.4-2026-03-05,136,39,,
gpt-5.4-2026-03-05,106,27,,
gpt-5.4-2026-03-05,103,27,,
gpt-5.4-2026-03-05,138,40,,
gpt-5.4-2026-03-05,128,32,,
gpt-5.4-2026-03-05,102,22,,
gpt-5.4-2026-03-05,128,46,,
gpt-5.4-2026-03-05,137,43,,
gpt-5.4-2026-03-05,148,52,,
gpt-5.4-2026-03-05,104,21,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,208,79,,
gpt-5.4-2026-03-05,108,24,,
gpt-5.4-2026-03-05,204,98,,
gpt-5.4-2026-03-05,100,24,,
gpt-5.4-2026-03-05,219,95,,
gpt-5.4-2026-03-05,166,59,,
gpt-5.4-2026-03-05,111,25,,
gpt-5.4-2026-03-05,106,23,,
gpt-5.4-2026-03-05,93,15,,
gpt-5.4-2026-03-05,105,22,,
gpt-5.4-2026-03-05,136,42,,
gpt-5.4-2026-03-05,109,23,,
gpt-5.4-2026-03-05,228,87,,
gpt-5.4-2026-03-05,141,42,,
gpt-5.4-2026-03-05,101,14,,
gpt-5.4-2026-03-05,140,57,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,134,47,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,151,55,,
gpt-5.4-2026-03-05,105,23,,
gpt-5.4-2026-03-05,127,47,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,96,21,,
gpt-5.4-2026-03-05,123,33,,
gpt-5.4-2026-03-05,94,16,,
gpt-5.4-2026-03-05,133,39,,
gpt-5.4-2026-03-05,121,36,,
gpt-5.4-2026-03-05,131,33,,
gpt-5.4-2026-03-05,144,48,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,140,46,,
gpt-5.4-2026-03-05,137,47,,
gpt-5.4-2026-03-05,231,97,,
gpt-5.4-2026-03-05,109,27,,
gpt-5.4-2026-03-05,109,23,,
gpt-5.4-2026-03-05,187,81,,
gpt-5.4-2026-03-05,114,26,,
gpt-5.4-2026-03-05,93,15,,
gpt-5.4-2026-03-05,122,34,,
gpt-5.4-2026-03-05,122,29,,
gpt-5.4-2026-03-05,117,32,,
gpt-5.4-2026-03-05,96,16,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,106,25,,
gpt-5.4-2026-03-05,137,39,,
gpt-5.4-2026-03-05,129,42,,
gpt-5.4-2026-03-05,156,52,,
gpt-5.4-2026-03-05,179,70,,
gpt-5.4-2026-03-05,145,51,,
gpt-5.4-2026-03-05,119,31,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,110,22,,
gpt-5.4-2026-03-05,119,35,,
gpt-5.4-2026-03-05,161,58,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,146,43,,
gpt-5.4-2026-03-05,146,51,,
gpt-5.4-2026-03-05,138,46,,
gpt-5.4-2026-03-05,119,33,,
gpt-5.4-2026-03-05,115,27,,
gpt-5.4-2026-03-05,99,24,,
gpt-5.4-2026-03-05,121,36,,
gpt-5.4-2026-03-05,105,25,,
gpt-5.4-2026-03-05,127,38,,
gpt-5.4-2026-03-05,96,18,,
gpt-5.4-2026-03-05,98,17,,
gpt-5.4-2026-03-05,139,42,,
gpt-5.4-2026-03-05,99,24,,
gpt-5.4-2026-03-05,96,19,,
gpt-5.4-2026-03-05,85,11,,
gpt-5.4-2026-03-05,135,43,,
gpt-5.4-2026-03-05,111,35,,
gpt-5.4-2026-03-05,90,15,,
gpt-5.4-2026-03-05,93,19,,
gpt-5.4-2026-03-05,151,55,,
gpt-5.4-2026-03-05,114,30,,
gpt-5.4-2026-03-05,115,29,,
gpt-5.4-2026-03-05,101,22,,
gpt-5.4-2026-03-05,119,28,,
gpt-5.4-2026-03-05,133,47,,
gpt-5.4-2026-03-05,98,18,,
gpt-5.4-2026-03-05,164,60,,
gpt-5.4-2026-03-05,138,43,,
gpt-5.4-2026-03-05,141,42,,
gpt-5.4-2026-03-05,133,40,,
gpt-5.4-2026-03-05,93,18,,
gpt-5.4-2026-03-05,111,27,,
gpt-5.4-2026-03-05,120,34,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,124,34,,
gpt-5.4-2026-03-05,150,52,,
gpt-5.4-2026-03-05,152,54,,
gpt-5.4-2026-03-05,90,15,,
gpt-5.4-2026-03-05,112,26,,
gpt-5.4-2026-03-05,115,30,,
gpt-5.4-2026-03-05,130,37,,
gpt-5.4-2026-03-05,114,36,,
gpt-5.4-2026-03-05,93,17,,
gpt-5.4-2026-03-05,120,32,,
gpt-5.4-2026-03-05,160,55,,
gpt-5.4-2026-03-05,92,17,,
gpt-5.4-2026-03-05,96,17,,
gpt-5.4-2026-03-05,121,36,,
gpt-5.4-2026-03-05,116,32,,
gpt-5.4-2026-03-05,111,28,,
gpt-5.4-2026-03-05,107,25,,
gpt-5.4-2026-03-05,105,23,,
gpt-5.4-2026-03-05,94,15,,
gpt-5.4-2026-03-05,108,27,,
gpt-5.4-2026-03-05,130,39,,
gpt-5.4-2026-03-05,103,23,,
gpt-5.4-2026-03-05,114,26,,
gpt-5.4-2026-03-05,100,23,,
gpt-5.4-2026-03-05,162,51,,
gpt-5.4-2026-03-05,97,18,,
gpt-5.4-2026-03-05,166,68,,
gpt-5.4-2026-03-05,136,45,,
gpt-5.4-2026-03-05,91,15,,
gpt-5.4-2026-03-05,103,21,,
gpt-5.4-2026-03-05,137,49,,
gpt-5.4-2026-03-05,157,53,,
gpt-5.4-2026-03-05,175,69,,
gpt-5.4-2026-03-05,165,60,,
gpt-5.4-2026-03-05,178,65,,
gpt-5.4-2026-03-05,171,57,,
gpt-5.4-2026-03-05,196,81,,
gpt-5.4-2026-03-05,123,34,,
gpt-5.4-2026-03-05,99,25,,
gpt-5.4-2026-03-05,102,24,,
gpt-5.4-2026-03-05,114,28,,
gpt-5.4-2026-03-05,118,29,,
gpt-5.4-2026-03-05,112,30,,
gpt-5.4-2026-03-05,126,43,,
gpt-5.4-2026-03-05,156,61,,
gpt-5.4-2026-03-05,130,49,,
gpt-5.4-2026-03-05,100,24,,
gpt-5.4-2026-03-05,95,21,,
gpt-5.4-2026-03-05,110,31,,
gpt-5.4-2026-03-05,156,56,,
gpt-5.4-2026-03-05,121,36,,
gpt-5.4-2026-03-05,237,112,,
gpt-5.4-2026-03-05,130,39,,
gpt-5.4-2026-03-05,143,46,,
gpt-5.4-2026-03-05,190,72,,
gpt-5.4-2026-03-05,164,56,,
gpt-5.4-2026-03-05,211,98,,
gpt-5.4-2026-03-05,324,158,,
gpt-5.4-2026-03-05,98,17,,
gpt-5.4-2026-03-05,214,90,,
gpt-5.4-2026-03-05,92,16,,
gpt-5.4-2026-03-05,93,15,,
gpt-5.4-2026-03-05,139,47,,
gpt-5.4-2026-03-05,130,39,,
gpt-5.4-2026-03-05,130,47,,
gpt-5.4-2026-03-05,149,53,,
gpt-5.4-2026-03-05,196,74,,
gpt-5.4-2026-03-05,109,26,,
gpt-5.4-2026-03-05,235,99,,
gpt-5.4-2026-03-05,128,31,,
gpt-5.4-2026-03-05,160,62,,
gpt-5.4-2026-03-05,186,73,,
gpt-5.4-2026-03-05,123,34,,
gpt-5.4-2026-03-05,117,26,,
gpt-5.4-2026-03-05,127,34,,
gpt-5.4-2026-03-05,133,44,,
gpt-5.4-2026-03-05,152,48,,
gpt-5.4-2026-03-05,116,33,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,116,32,,
gpt-5.4-2026-03-05,204,87,,
gpt-5.4-2026-03-05,119,33,,
gpt-5.4-2026-03-05,110,27,,
gpt-5.4-2026-03-05,124,35,,
gpt-5.4-2026-03-05,125,44,,
gpt-5.4-2026-03-05,138,48,,
gpt-5.4-2026-03-05,124,35,,
gpt-5.4-2026-03-05,159,56,,
gpt-5.4-2026-03-05,209,90,,
gpt-5.4-2026-03-05,115,33,,
gpt-5.4-2026-03-05,98,20,,
gpt-5.4-2026-03-05,168,63,,
gpt-5.4-2026-03-05,139,42,,
gpt-5.4-2026-03-05,157,56,,
gpt-5.4-2026-03-05,106,23,,
gpt-5.4-2026-03-05,123,36,,
gpt-5.4-2026-03-05,84,12,,
gpt-5.4-2026-03-05,150,55,,
gpt-5.4-2026-03-05,159,53,,
gpt-5.4-2026-03-05,143,49,,
gpt-5.4-2026-03-05,124,42,,
gpt-5.4-2026-03-05,136,47,,
gpt-5.4-2026-03-05,106,21,,
gpt-5.4-2026-03-05,128,44,,
gpt-5.4-2026-03-05,139,54,,
gpt-5.4-2026-03-05,99,21,,
gpt-5.4-2026-03-05,154,53,,
gpt-5.4-2026-03-05,89,15,,
gpt-5.4-2026-03-05,158,50,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,144,45,,
gpt-5.4-2026-03-05,115,28,,
gpt-5.4-2026-03-05,107,22,,
gpt-5.4-2026-03-05,113,30,,
gpt-5.4-2026-03-05,130,40,,
gpt-5.4-2026-03-05,135,48,,
gpt-5.4-2026-03-05,101,19,,
gpt-5.4-2026-03-05,143,54,,
gpt-5.4-2026-03-05,101,24,,
gpt-5.4-2026-03-05,124,41,,
gpt-5.4-2026-03-05,93,14,,
gpt-5.4-2026-03-05,133,40,,
gpt-5.4-2026-03-05,155,55,,
gpt-5.4-2026-03-05,124,39,,
gpt-5.4-2026-03-05,150,49,,
gpt-5.4-2026-03-05,105,25,,
gpt-5.4-2026-03-05,133,41,,
gpt-5.4-2026-03-05,170,62,,
gpt-5.4-2026-03-05,162,31,,
gpt-5.4-2026-03-05,117,28,,
gpt-5.4-2026-03-05,101,24,,
gpt-5.4-2026-03-05,153,58,,
gpt-5.4-2026-03-05,108,26,,
gpt-5.4-2026-03-05,101,18,,
gpt-5.4-2026-03-05,108,26,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,114,33,,
gpt-5.4-2026-03-05,90,12,,
gpt-5.4-2026-03-05,164,60,,
gpt-5.4-2026-03-05,136,47,,
gpt-5.4-2026-03-05,158,50,,
gpt-5.4-2026-03-05,204,99,,
gpt-5.4-2026-03-05,96,18,,
gpt-5.4-2026-03-05,135,45,,
gpt-5.4-2026-03-05,146,49,,
gpt-5.4-2026-03-05,120,33,,
gpt-5.4-2026-03-05,112,33,,
gpt-5.4-2026-03-05,178,66,,
gpt-5.4-2026-03-05,136,40,,
gpt-5.4-2026-03-05,94,14,,
gpt-5.4-2026-03-05,118,29,,
gpt-5.4-2026-03-05,196,80,,
gpt-5.4-2026-03-05,94,17,,
gpt-5.4-2026-03-05,112,33,,
gpt-5.4-2026-03-05,97,18,,
gpt-5.4-2026-03-05,86,11,,
gpt-5.4-2026-03-05,86,12,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,134,33,,
gpt-5.4-2026-03-05,123,32,,
gpt-5.4-2026-03-05,105,28,,
gpt-5.4-2026-03-05,102,21,,
gpt-5.4-2026-03-05,112,32,,
gpt-5.4-2026-03-05,112,25,,
gpt-5.4-2026-03-05,99,17,,
gpt-5.4-2026-03-05,121,36,,
gpt-5.4-2026-03-05,91,16,,
gpt-5.4-2026-03-05,114,30,,
gpt-5.4-2026-03-05,119,30,,
gpt-5.4-2026-03-05,132,41,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,107,23,,
gpt-5.4-2026-03-05,123,33,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,97,18,,
gpt-5.4-2026-03-05,99,21,,
gpt-5.4-2026-03-05,107,24,,
gpt-5.4-2026-03-05,174,64,,
gpt-5.4-2026-03-05,100,22,,
gpt-5.4-2026-03-05,131,36,,
gpt-5.4-2026-03-05,87,12,,
gpt-5.4-2026-03-05,93,13,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,94,18,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,108,28,,
gpt-5.4-2026-03-05,116,34,,
gpt-5.4-2026-03-05,126,34,,
gpt-5.4-2026-03-05,101,21,,
gpt-5.4-2026-03-05,109,29,,
gpt-5.4-2026-03-05,105,23,,
gpt-5.4-2026-03-05,94,18,,
gpt-5.4-2026-03-05,151,61,,
gpt-5.4-2026-03-05,113,31,,
gpt-5.4-2026-03-05,100,22,,
gpt-5.4-2026-03-05,93,17,,
gpt-5.4-2026-03-05,125,37,,
gpt-5.4-2026-03-05,105,28,,
gpt-5.4-2026-03-05,111,24,,
gpt-5.4-2026-03-05,96,21,,
gpt-5.4-2026-03-05,113,28,,
gpt-5.4-2026-03-05,126,39,,
gpt-5.4-2026-03-05,122,35,,
gpt-5.4-2026-03-05,167,67,,
gpt-5.4-2026-03-05,118,41,,
gpt-5.4-2026-03-05,146,54,,
gpt-5.4-2026-03-05,163,55,,
gpt-5.4-2026-03-05,100,21,,
gpt-5.4-2026-03-05,103,22,,
gpt-5.4-2026-03-05,101,20,,
gpt-5.4-2026-03-05,105,25,,
gpt-5.4-2026-03-05,102,19,,
gpt-5.4-2026-03-05,94,19,,
gpt-5.4-2026-03-05,108,24,,
gpt-5.4-2026-03-05,92,13,,
gpt-5.4-2026-03-05,107,24,,
gpt-5.4-2026-03-05,96,18,,
gpt-5.4-2026-03-05,86,12,,
gpt-5.4-2026-03-05,111,30,,
gpt-5.4-2026-03-05,119,36,,
gpt-5.4-2026-03-05,127,38,,
gpt-5.4-2026-03-05,128,39,,
gpt-5.4-2026-03-05,171,65,,
gpt-5.4-2026-03-05,244,109,,
gpt-5.4-2026-03-05,182,77,,
gpt-5.4-2026-03-05,177,68,,
gpt-5.4-2026-03-05,102,25,,
gpt-5.4-2026-03-05,124,38,,
gpt-5.4-2026-03-05,132,43,,
gpt-5.4-2026-03-05,92,16,,
gpt-5.4-2026-03-05,141,42,,
gpt-5.4-2026-03-05,92,14,,
gpt-5.4-2026-03-05,96,16,,
gpt-5.4-2026-03-05,213,91,,
gpt-5.4-2026-03-05,89,14,,
gpt-5.4-2026-03-05,133,50,,
gpt-5.4-2026-03-05,109,30,,
gpt-5.4-2026-03-05,168,61,,
gpt-5.4-2026-03-05,96,19,,
gpt-5.4-2026-03-05,116,28,,
gpt-5.4-2026-03-05,176,77,,
gpt-5.4-2026-03-05,135,48,,
gpt-5.4-2026-03-05,153,62,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,99,18,,
gpt-5.4-2026-03-05,117,31,,
gpt-5.4-2026-03-05,100,23,,
gpt-5.4-2026-03-05,100,23,,
gpt-5.4-2026-03-05,118,33,,
gpt-5.4-2026-03-05,110,27,,
gpt-5.4-2026-03-05,132,38,,
gpt-5.4-2026-03-05,177,51,,
gpt-5.4-2026-03-05,109,28,,
gpt-5.4-2026-03-05,136,52,,
gpt-5.4-2026-03-05,123,44,,
gpt-5.4-2026-03-05,204,74,,
gpt-5.4-2026-03-05,144,49,,
gpt-5.4-2026-03-05,156,65,,
gpt-5.4-2026-03-05,145,54,,
gpt-5.4-2026-03-05,103,24,,
gpt-5.4-2026-03-05,199,87,,
gpt-5.4-2026-03-05,208,84,,
gpt-5.4-2026-03-05,88,13,,
gpt-5.4-2026-03-05,118,21,,
gpt-5.4-2026-03-05,95,18,,
gpt-5.4-2026-03-05,112,26,,
gpt-5.4-2026-03-05,137,43,,
gpt-5.4-2026-03-05,101,20,,
gpt-5.4-2026-03-05,208,84,,
gpt-5.4-2026-03-05,137,42,,
gpt-5.4-2026-03-05,135,48,,
gpt-5.4-2026-03-05,221,101,,
gpt-5.4-2026-03-05,90,13,,
gpt-5.4-2026-03-05,98,19,,
gpt-5.4-2026-03-05,201,83,,
gpt-5.4-2026-03-05,112,25,,
gpt-5.4-2026-03-05,118,33,,
gpt-5.4-2026-03-05,222,93,,
gpt-5.4-2026-03-05,152,55,,
gpt-5.4-2026-03-05,139,42,,
gpt-5.4-2026-03-05,100,18,,
gpt-5.4-2026-03-05,92,17,,
gpt-5.4-2026-03-05,164,59,,
gpt-5.4-2026-03-05,89,14,,
gpt-5.4-2026-03-05,104,20,,
gpt-5.4-2026-03-05,110,30,,
gpt-5.4-2026-03-05,97,20,,
gpt-5.4-2026-03-05,89,11,,
gpt-5.4-2026-03-05,444,241,,
gpt-5.4-2026-03-05,114,25,,
gpt-5.4-2026-03-05,409,215,,
gpt-5.4-2026-03-05,395,211,,
gpt-5.4-2026-03-05,477,262,,
gpt-5.4-2026-03-05,290,148,,
gpt-5.4-2026-03-05,387,201,,
gpt-5.4-2026-03-05,380,201,,
gpt-5.4-2026-03-05,403,224,,
gpt-5.4-2026-03-05,412,225,,
gpt-5.4-2026-03-05,288,144,,
gpt-5.4-2026-03-05,358,188,,
gpt-5.4-2026-03-05,607,340,,
gpt-5.4-2026-03-05,412,238,,
gpt-5.4-2026-03-05,87,11,,
gpt-5.4-2026-03-05,114,25,,
gpt-5.4-2026-03-05,514,285,,
